concept_name,concept_table,MICU,SICU,gap,feature_new_name
MAVIK                                                                                                                                                                                                                                                          ,adm,0.0001171028748755,0.0002502293769286,0.0001331265020531,MAVIK                                                                                                                                                                                                                                                          
MAXIDEX                                                                                                                                                                                                                                                        ,adm,5.855143743775481e-05,0.000166819584619,0.0001082681471813,MAXIDEX                                                                                                                                                                                                                                                        
MAXIPIME                                                                                                                                                                                                                                                       ,adm,0.0001171028748755,0.0,0.0001171028748755,MAXIPIME                                                                                                                                                                                                                                                       
MAXITROL                                                                                                                                                                                                                                                       ,adm,0.0001756543123132,8.340979230954757e-05,9.224452000371686e-05,MAXITROL                                                                                                                                                                                                                                                       
MAXZIDE                                                                                                                                                                                                                                                        ,adm,0.0005269629369397,0.0013345566769527,0.0008075937400129,MAXZIDE                                                                                                                                                                                                                                                        
MCH,lab,0.8348263949875081,0.8166652765027803,0.0181611184847277,MCH
MCHC,lab,0.8788570759406997,0.8745516723656063,0.0043054035750934,MCHC
MCV,lab,0.8789741788155753,0.8745516723656063,0.0044225064499689,MCV
MECLIZINE HCL                                                                                                                                                                                                                                                  ,adm,0.001171028748755,0.0026691133539055,0.0014980846051504,MECLIZINE HCL                                                                                                                                                                                                                                                  
MEDROL                                                                                                                                                                                                                                                         ,adm,0.000468411499502,0.0003336391692381,0.0001347723302638,MEDROL                                                                                                                                                                                                                                                         
MEDROXYPROGESTERONE AC MICRO                                                                                                                                                                                                                                   ,adm,5.855143743775481e-05,0.000166819584619,0.0001082681471813,MEDROXYPROGESTERONE AC MICRO                                                                                                                                                                                                                                   
MEDROXYPROGESTERONE ACETATE                                                                                                                                                                                                                                    ,adm,5.855143743775481e-05,8.340979230954757e-05,2.4858354871792764e-05,MEDROXYPROGESTERONE ACETATE                                                                                                                                                                                                                                    
MEGACE                                                                                                                                                                                                                                                         ,adm,0.0014052344985061,0.0017516056385004,0.0003463711399943,MEGACE                                                                                                                                                                                                                                                         
MEGESTROL ACETATE                                                                                                                                                                                                                                              ,adm,0.000234205749751,0.000917507715405,0.000683301965654,MEGESTROL ACETATE                                                                                                                                                                                                                                              
MELATONEX                                                                                                                                                                                                                                                      ,adm,0.0,0.000166819584619,0.000166819584619,MELATONEX                                                                                                                                                                                                                                                      
MELATONIN                                                                                                                                                                                                                                                      ,adm,0.0008782715615663,0.0041704896154773,0.003292218053911,MELATONIN                                                                                                                                                                                                                                                      
MELATONIN/PYRIDOXINE                                                                                                                                                                                                                                           ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,MELATONIN/PYRIDOXINE                                                                                                                                                                                                                                           
MELOXICAM                                                                                                                                                                                                                                                      ,adm,0.0009953744364418,0.0010009175077145,5.543071272739227e-06,MELOXICAM                                                                                                                                                                                                                                                      
MEMANTINE HCL                                                                                                                                                                                                                                                  ,adm,0.0003513086246265,0.0005838685461668,0.0002325599215403,MEMANTINE HCL                                                                                                                                                                                                                                                  
MENTAX                                                                                                                                                                                                                                                         ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,MENTAX                                                                                                                                                                                                                                                         
MENTHODERM                                                                                                                                                                                                                                                     ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,MENTHODERM                                                                                                                                                                                                                                                     
MENTHOL/ZINC OXIDE                                                                                                                                                                                                                                             ,adm,0.0001171028748755,0.0,0.0001171028748755,MENTHOL/ZINC OXIDE                                                                                                                                                                                                                                             
MEPHYTON                                                                                                                                                                                                                                                       ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,MEPHYTON                                                                                                                                                                                                                                                       
MEPRON                                                                                                                                                                                                                                                         ,adm,0.0,0.0002502293769286,0.0002502293769286,MEPRON                                                                                                                                                                                                                                                         
MERCAPTOPURINE                                                                                                                                                                                                                                                 ,adm,0.0,0.0002502293769286,0.0002502293769286,MERCAPTOPURINE                                                                                                                                                                                                                                                 
MEROPENEM                                                                                                                                                                                                                                                      ,adm,0.0005855143743775,8.340979230954757e-05,0.000502104582068,MEROPENEM                                                                                                                                                                                                                                                      
MERREM                                                                                                                                                                                                                                                         ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,MERREM                                                                                                                                                                                                                                                         
MESALAMINE                                                                                                                                                                                                                                                     ,adm,0.0002927571871887,0.0003336391692381,4.0881982049416224e-05,MESALAMINE                                                                                                                                                                                                                                                     
MESTINON                                                                                                                                                                                                                                                       ,adm,0.0001756543123132,0.0003336391692381,0.0001579848569249,MESTINON                                                                                                                                                                                                                                                       
META-CRESOL                                                                                                                                                                                                                                                    ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,META-CRESOL                                                                                                                                                                                                                                                    
METAMUCIL                                                                                                                                                                                                                                                      ,adm,0.0004098600620642,0.0011677370923336,0.0007578770302693,METAMUCIL                                                                                                                                                                                                                                                      
METANX                                                                                                                                                                                                                                                         ,adm,0.000234205749751,0.000166819584619,6.73861651319241e-05,METANX                                                                                                                                                                                                                                                         
METAXALONE                                                                                                                                                                                                                                                     ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,METAXALONE                                                                                                                                                                                                                                                     
METFORMIN HCL                                                                                                                                                                                                                                                  ,adm,0.0111833245506111,0.0244390691466974,0.0132557445960862,METFORMIN HCL                                                                                                                                                                                                                                                  
METFORMIN HCL ER                                                                                                                                                                                                                                               ,adm,0.0,0.000166819584619,0.000166819584619,METFORMIN HCL ER                                                                                                                                                                                                                                               
METHADONE                                                                                                                                                                                                                                                      ,adm,0.0,0.0005004587538572,0.0005004587538572,METHADONE                                                                                                                                                                                                                                                      
METHADONE HCL                                                                                                                                                                                                                                                  ,adm,0.0004098600620642,0.0015013762615718,0.0010915161995075,METHADONE HCL                                                                                                                                                                                                                                                  
METHAZOLAMIDE                                                                                                                                                                                                                                                  ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,METHAZOLAMIDE                                                                                                                                                                                                                                                  
METHENAMINE HIPPURATE                                                                                                                                                                                                                                          ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,METHENAMINE HIPPURATE                                                                                                                                                                                                                                          
METHIMAZOLE                                                                                                                                                                                                                                                    ,adm,0.0001756543123132,0.0008340979230954,0.0006584436107822,METHIMAZOLE                                                                                                                                                                                                                                                    
METHOCARBAMOL                                                                                                                                                                                                                                                  ,adm,0.0001756543123132,0.0005004587538572,0.000324804441544,METHOCARBAMOL                                                                                                                                                                                                                                                  
METHOTREXATE                                                                                                                                                                                                                                                   ,adm,0.0008197201241285,0.00183501543081,0.0010152953066814,METHOTREXATE                                                                                                                                                                                                                                                   
METHYL SALICYLATE                                                                                                                                                                                                                                              ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,METHYL SALICYLATE                                                                                                                                                                                                                                              
METHYLCOBALAMIN                                                                                                                                                                                                                                                ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,METHYLCOBALAMIN                                                                                                                                                                                                                                                
METHYLDOPA                                                                                                                                                                                                                                                     ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,METHYLDOPA                                                                                                                                                                                                                                                     
METHYLPHENIDATE                                                                                                                                                                                                                                                ,adm,5.855143743775481e-05,0.0002502293769286,0.0001916779394908,METHYLPHENIDATE                                                                                                                                                                                                                                                
METHYLPREDNISOLONE                                                                                                                                                                                                                                             ,adm,0.0012881316236306,0.0007506881307859,0.0005374434928446,METHYLPREDNISOLONE                                                                                                                                                                                                                                             
METHYLPREDNISOLONE ACETATE                                                                                                                                                                                                                                     ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,METHYLPREDNISOLONE ACETATE                                                                                                                                                                                                                                     
METOCLOPRAMIDE HCL                                                                                                                                                                                                                                             ,adm,0.0005269629369397,0.0017516056385004,0.0012246427015607,METOCLOPRAMIDE HCL                                                                                                                                                                                                                                             
METOLAZONE                                                                                                                                                                                                                                                     ,adm,0.0015223373733816,0.0015847860538814,6.244868049977859e-05,METOLAZONE                                                                                                                                                                                                                                                     
METOPROLOL SUCCINATE                                                                                                                                                                                                                                           ,adm,0.0118273903624264,0.0221035949620301,0.0102762045996036,METOPROLOL SUCCINATE                                                                                                                                                                                                                                           
METOPROLOL TARTRATE                                                                                                                                                                                                                                            ,adm,0.006206452368402,0.0185169738927195,0.0123105215243175,METOPROLOL TARTRATE                                                                                                                                                                                                                                            
METROCREAM                                                                                                                                                                                                                                                     ,adm,0.0,0.000166819584619,0.000166819584619,METROCREAM                                                                                                                                                                                                                                                     
METRONIDAZOLE                                                                                                                                                                                                                                                  ,adm,0.0003513086246265,0.0006672783384763,0.0003159697138498,METRONIDAZOLE                                                                                                                                                                                                                                                  
MEVACOR                                                                                                                                                                                                                                                        ,adm,0.0019907488728836,0.0015847860538814,0.0004059628190022,MEVACOR                                                                                                                                                                                                                                                        
MEXILETINE HCL                                                                                                                                                                                                                                                 ,adm,0.0002927571871887,0.0004170489615477,0.0001242917743589,MEXILETINE HCL                                                                                                                                                                                                                                                 
MEXSANA                                                                                                                                                                                                                                                        ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,MEXSANA                                                                                                                                                                                                                                                        
MIACALCIN                                                                                                                                                                                                                                                      ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,MIACALCIN                                                                                                                                                                                                                                                      
MICAFUNGIN SODIUM                                                                                                                                                                                                                                              ,adm,0.0001171028748755,8.340979230954757e-05,3.369308256596205e-05,MICAFUNGIN SODIUM                                                                                                                                                                                                                                              
MICARDIS                                                                                                                                                                                                                                                       ,adm,0.0001171028748755,0.000166819584619,4.971670974358553e-05,MICARDIS                                                                                                                                                                                                                                                       
MICONAZOLE                                                                                                                                                                                                                                                     ,adm,5.855143743775481e-05,0.0004170489615477,0.0003584975241099,MICONAZOLE                                                                                                                                                                                                                                                     
MICRONOR                                                                                                                                                                                                                                                       ,adm,0.0001171028748755,0.0,0.0001171028748755,MICRONOR                                                                                                                                                                                                                                                       
MICROZIDE                                                                                                                                                                                                                                                      ,adm,0.000702617249253,0.0015013762615718,0.0007987590123187,MICROZIDE                                                                                                                                                                                                                                                      
MIDODRINE HCL                                                                                                                                                                                                                                                  ,adm,0.0026933661221367,0.00367003086162,0.0009766647394833,MIDODRINE HCL                                                                                                                                                                                                                                                  
MIDOL                                                                                                                                                                                                                                                          ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,MIDOL                                                                                                                                                                                                                                                          
MILK OF MAGNESIA                                                                                                                                                                                                                                               ,adm,0.0016394402482571,0.0038368504462391,0.002197410197982,MILK OF MAGNESIA                                                                                                                                                                                                                                               
MILK THISTLE                                                                                                                                                                                                                                                   ,adm,0.000234205749751,0.0003336391692381,9.943341948717104e-05,MILK THISTLE                                                                                                                                                                                                                                                   
MILLIPRED                                                                                                                                                                                                                                                      ,adm,5.855143743775481e-05,8.340979230954757e-05,2.4858354871792764e-05,MILLIPRED                                                                                                                                                                                                                                                      
MINERAL OIL                                                                                                                                                                                                                                                    ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,MINERAL OIL                                                                                                                                                                                                                                                    
MINERAL OIL/DIMETHICONE/COCONUT OIL/WATER                                                                                                                                                                                                                      ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,MINERAL OIL/DIMETHICONE/COCONUT OIL/WATER                                                                                                                                                                                                                      
MINIPRESS                                                                                                                                                                                                                                                      ,adm,5.855143743775481e-05,0.000166819584619,0.0001082681471813,MINIPRESS                                                                                                                                                                                                                                                      
MINOCIN                                                                                                                                                                                                                                                        ,adm,0.0001756543123132,8.340979230954757e-05,9.224452000371686e-05,MINOCIN                                                                                                                                                                                                                                                        
MINOCYCLINE HCL                                                                                                                                                                                                                                                ,adm,5.855143743775481e-05,0.000166819584619,0.0001082681471813,MINOCYCLINE HCL                                                                                                                                                                                                                                                
MINOXIDIL                                                                                                                                                                                                                                                      ,adm,0.000936822999004,0.0013345566769527,0.0003977336779486,MINOXIDIL                                                                                                                                                                                                                                                      
MINTOX                                                                                                                                                                                                                                                         ,adm,5.855143743775481e-05,0.0,5.855143743775481e-05,MINTOX                                                                                                                                                                                                                                                         
MIRABEGRON                                                                                                                                                                                                                                                     ,adm,0.000234205749751,0.0,0.000234205749751,MIRABEGRON                                                                                                                                                                                                                                                     
MIRALAX                                                                                                                                                                                                                                                        ,adm,0.0025762632472612,0.0051714071231919,0.0025951438759307,MIRALAX                                                                                                                                                                                                                                                        
MIRAPEX                                                                                                                                                                                                                                                        ,adm,0.0010539258738795,0.0010843273000241,3.0401426144531767e-05,MIRAPEX                                                                                                                                                                                                                                                        
MIRTAZAPINE                                                                                                                                                                                                                                                    ,adm,0.0012881316236306,0.0052548169155014,0.0039666852918708,MIRTAZAPINE                                                                                                                                                                                                                                                    
MIRVASO                                                                                                                                                                                                                                                        ,adm,0.0,0.000166819584619,0.000166819584619,MIRVASO                                                                                                                                                                                                                                                        
MISOPROSTOL                                                                                                                                                                                                                                                    ,adm,0.0,8.340979230954757e-05,8.340979230954757e-05,MISOPROSTOL                                                                                                                                                                                                                                                    
MOBIC                                                                                                                                                                                                                                                          ,adm,0.0021078517477591,0.0025022937692864,0.0003944420215272,MOBIC                                                                                                                                                                                                                                                          
